Id;Mots;Mots_sans_lastharaKa;Mots_sans_harakat;orientation;force;Score
7661;إِفَّةٌ;إِفَّة;إفة;Negative;Low;-1.0
7662;تَأَفَّفَ;تَأَفَّف;تأفف;Negative;Median;-2.0
7663;تَأَفُّفٌ;تَأَفُّف;تأفف;Neutre;Median;0.0
7664;تَأَفُّفَةٌ;تَأَفُّفَة;تأففة;Negative;High;-3.0
7665;تَأْفِيفٌ;تَأْفِيف;تأفيف;Neutre;Median;0.0
7666;تَأْفِيفَةٌ;تَأْفِيفَة;تأفيفة;Negative;Low;-1.0
7667;مَأَفٌّ;مَأَفّ;مأف;Negative;Median;-2.0
7668;مُؤَفَّفٌ;مُؤَفَّف;مؤفف;Negative;High;-3.0
7669;مُؤَفَّفٌ;مُؤَفَّف;مؤفف;Negative;High;-3.0
7670;مُؤَفِّفٌ;مُؤَفِّف;مؤفف;Negative;High;-3.0
7671;مَأْفُوفٌ;مَأْفُوف;مأفوف;Negative;Median;-2.0
7672;مُتَأَفَّفٌ;مُتَأَفَّف;متأفف;Negative;Low;-1.0
7673;مُتَأَفَّفٌ;مُتَأَفَّف;متأفف;Negative;Median;-2.0
7674;مُتَأَفِّفٌ;مُتَأَفِّف;متأفف;Negative;High;-3.0
7675;أَفَّاكٌ;أَفَّاك;أفاك;Negative;High;-3.0
7676;آفَكَ;آفَك;آفك;Negative;Median;-2.0
7677;آفِكٌ;آفِك;آفك;Negative;High;-3.0
7678;أَفَكَ;أَفَك;أفك;Negative;Median;-2.0
7679;أَفِكَ;أَفِك;أفك;Negative;Median;-2.0
7680;أَفْكٌ;أَفْك;أفك;Negative;Low;-1.0
7681;إِفْكٌ;إِفْك;إفك;Negative;High;-3.0
7682;أَفْكَةٌ;أَفْكَة;أفكة;Negative;Low;-1.0
7683;إِفْكَةٌ;إِفْكَة;إفكة;Negative;Low;-1.0
7684;أَفِيكٌ;أَفِيك;أفيك;Negative;High;-3.0
7685;إِيفَاكٌ;إِيفَاك;إيفاك;Negative;Median;-2.0
7686;إِيفَاكَةٌ;إِيفَاكَة;إيفاكة;Negative;Low;-1.0
7687;ائْتِفَاكٌ;ائْتِفَاك;ائتفاك;Negative;Median;-2.0
7688;ائْتِفَاكَةٌ;ائْتِفَاكَة;ائتفاكة;Negative;Median;-2.0
7689;اِئْتَفَكَ;اِئْتَفَك;ائتفك;Negative;Median;-2.0
7690;تَأَفَّكَ;تَأَفَّك;تأفك;Negative;High;-3.0
7691;تَأَفُّكٌ;تَأَفُّك;تأفك;Negative;Median;-2.0
7692;تَأَفُّكَةٌ;تَأَفُّكَة;تأفكة;Negative;Low;-1.0
7693;مُؤْتَفَكٌ;مُؤْتَفَك;مؤتفك;Negative;Median;-2.0
7694;مُؤْتَفَكٌ;مُؤْتَفَك;مؤتفك;Negative;Median;-2.0
7695;مُؤْتَفِكٌ;مُؤْتَفِك;مؤتفك;Negative;Median;-2.0
7696;مُؤْفَكٌ;مُؤْفَك;مؤفك;Negative;Low;-1.0
7697;مُؤْفَكٌ;مُؤْفَك;مؤفك;Negative;Low;-1.0
7698;مُؤْفِكٌ;مُؤْفِك;مؤفك;Negative;Median;-2.0
7699;مَأْفُوكٌ;مَأْفُوك;مأفوك;Negative;Median;-2.0
7700;مُتَأَفَّكٌ;مُتَأَفَّك;متأفك;Negative;Median;-2.0
7701;مُتَأَفَّكٌ;مُتَأَفَّك;متأفك;Negative;Median;-2.0
7702;مُتَأَفِّكٌ;مُتَأَفِّك;متأفك;Negative;High;-3.0
7703;أَفَلٌ;أَفَل;أفل;Negative;Low;-1.0
7704;أَفَلَ;أَفَل;أفل;Negative;High;-3.0
7705;أَفِلَ;أَفِل;أفل;Negative;Low;-1.0
7706;أُفُولٌ;أُفُول;أفول;Negative;High;-3.0
7707;أَقْلَمَةٌ;أَقْلَمَة;أقلمة;Positive;Median;2.0
7708;أَقْلَمَةٌ;أَقْلَمَة;أقلمة;Positive;Low;1.0
7709;تَأَقْلُمَةٌ;تَأَقْلُمَة;تأقلمة;Positive;Low;1.0
7710;إِلَافٌ;إِلَاف;إلاف;Neutre;Median;0.0
7711;آلَفَ;آلَف;آلف;Positive;Median;2.0
7712;آلِفٌ;آلِف;آلف;Positive;Median;2.0
7713;أَلَفَ;أَلَف;ألف;Positive;Median;2.0
7714;أَلْفٌ;أَلْف;ألف;Neutre;Median;0.0
7715;إِلْفٌ;إِلْف;إلف;Positive;Low;1.0
7716;أَلَفَانٌ;أَلَفَان;ألفان;Neutre;Median;0.0
7717;أَلْفَةٌ;أَلْفَة;ألفة;Positive;Low;1.0
7718;إِلْفَةٌ;إِلْفَة;إلفة;Positive;Low;1.0
7719;أَلَّافٌ;أَلَّاف;ألاف;Positive;High;3.0
7720;أَلَّفَ;أَلَّف;ألف;Positive;Median;2.0
7721;أَلُوفٌ;أَلُوف;ألوف;Positive;High;3.0
7722;ائْتِلَافٌ;ائْتِلَاف;ائتلاف;Neutre;Median;0.0
7723;ائْتِلَافَةٌ;ائْتِلَافَة;ائتلافة;Positive;Median;2.0
7724;اِئْتَلَفَ;اِئْتَلَف;ائتلف;Positive;Median;2.0
7725;اسْتِئْلَافٌ;اسْتِئْلَاف;استئلاف;Neutre;Median;0.0
7726;اسْتِئْلَافَةٌ;اسْتِئْلَافَة;استئلافة;Positive;Low;1.0
7727;اِسْتَأْلَفَ;اِسْتَأْلَف;استألف;Positive;Median;2.0
7728;تَآلَفَ;تَآلَف;تآلف;Positive;High;3.0
7729;تَآلُفٌ;تَآلُف;تآلف;Positive;High;3.0
7730;تَآلُفَةٌ;تَآلُفَة;تآلفة;Positive;Low;1.0
7731;تَأَلَّفَ;تَأَلَّف;تألف;Positive;Median;2.0
7732;تَأَلُّفٌ;تَأَلُّف;تألف;Positive;Median;2.0
7733;تَأَلُّفَةٌ;تَأَلُّفَة;تألفة;Positive;Low;1.0
7734;تَأْلِيفٌ;تَأْلِيف;تأليف;Positive;Median;2.0
7735;مُؤْتَلَفٌ;مُؤْتَلَف;مؤتلف;Positive;Median;2.0
7736;مُؤْتَلَفٌ;مُؤْتَلَف;مؤتلف;Positive;Median;2.0
7737;مُؤْتَلِفٌ;مُؤْتَلِف;مؤتلف;Positive;High;3.0
7738;مَأْلَفٌ;مَأْلَف;مألف;Positive;Median;2.0
7739;مُؤْلَفٌ;مُؤْلَف;مؤلف;Positive;Median;2.0
7740;مُؤْلَفٌ;مُؤْلَف;مؤلف;Positive;Median;2.0
7741;مُؤْلِفٌ;مُؤْلِف;مؤلف;Positive;Median;2.0
7742;مُؤَلَّفٌ;مُؤَلَّف;مؤلف;Positive;Median;2.0
7743;مُتَآلَفٌ;مُتَآلَف;متآلف;Positive;Median;2.0
7744;مُتَآلَفٌ;مُتَآلَف;متآلف;Positive;Median;2.0
7745;مُتَآلِفٌ;مُتَآلِف;متآلف;Positive;Median;2.0
7746;مُتَأَلَّفٌ;مُتَأَلَّف;متألف;Positive;High;3.0
7747;مُتَأَلَّفٌ;مُتَأَلَّف;متألف;Neutre;Median;0.0
7748;مُتَأَلِّفٌ;مُتَأَلِّف;متألف;Positive;High;3.0
7749;مُسْتَأْلَفٌ;مُسْتَأْلَف;مستألف;Positive;Low;1.0
7750;مُسْتَأْلَفٌ;مُسْتَأْلَف;مستألف;Positive;High;3.0
7751;مُسْتَأْلِفٌ;مُسْتَأْلِف;مستألف;Positive;Median;2.0
7752;أَلَقٌ;أَلَق;ألق;Positive;Median;2.0
7753;أَلَقَ;أَلَق;ألق;Positive;Median;2.0
7754;أَلْقٌ;أَلْق;ألق;Positive;Low;1.0
7755;أَلِيقٌ;أَلِيق;أليق;Positive;High;3.0
7756;ائْتِلَاقٌ;ائْتِلَاق;ائتلاق;Positive;Median;2.0
7757;اِئْتَلَقَ;اِئْتَلَق;ائتلق;Positive;High;3.0
7758;مُؤْتَلَقٌ;مُؤْتَلَق;مؤتلق;Positive;High;3.0
7759;مُؤْتَلَقٌ;مُؤْتَلَق;مؤتلق;Positive;Low;1.0
7760;مُؤْتَلِقٌ;مُؤْتَلِق;مؤتلق;Positive;Median;2.0
7761;أَلَّامٌ;أَلَّام;ألام;Negative;High;-3.0
7762;أَلَّمَ;أَلَّم;ألم;Negative;High;-3.0
7763;آلَمَ;آلَم;آلم;Negative;High;-3.0
7764;آلِمٌ;آلِم;آلم;Negative;Median;-2.0
7765;أَلَمٌ;أَلَم;ألم;Negative;High;-3.0
7766;أَلِمٌ;أَلِم;ألم;Negative;Median;-2.0
7767;أَلِمَ;أَلِم;ألم;Negative;Low;-1.0
7768;إِلْمَامٌ;إِلْمَام;إلمام;Positive;Median;2.0
7769;إِلْمَامَةٌ;إِلْمَامَة;إلمامة;Positive;Low;1.0
7770;أَلْمَةٌ;أَلْمَة;ألمة;Positive;Median;2.0
7771;إِلْمَةٌ;إِلْمَة;إلمة;Negative;Low;-1.0
7772;إِيلَامٌ;إِيلَام;إيلام;Positive;High;3.0
7773;إِيلَامَةٌ;إِيلَامَة;إيلامة;Negative;Median;-2.0
7774;تَأَلَّمَ;تَأَلَّم;تألم;Negative;High;-3.0
7775;تَأَلُّمٌ;تَأَلُّم;تألم;Negative;High;-3.0
7776;تَأَلُّمَةٌ;تَأَلُّمَة;تألمة;Negative;Low;-1.0
7777;تَأْلِيمٌ;تَأْلِيم;تأليم;Negative;Median;-2.0
7778;تَأْلِيمَةٌ;تَأْلِيمَة;تأليمة;Negative;Low;-1.0
7779;مُؤَلَّمٌ;مُؤَلَّم;مؤلم;Negative;High;-3.0
7780;مُؤَلَّمٌ;مُؤَلَّم;مؤلم;Negative;Median;-2.0
7781;مُؤَلِّمٌ;مُؤَلِّم;مؤلم;Negative;High;-3.0
7782;مَأْلَمٌ;مَأْلَم;مألم;Negative;Median;-2.0
7783;مُؤْلَمٌ;مُؤْلَم;مؤلم;Negative;Low;-1.0
7784;مُؤْلَمٌ;مُؤْلَم;مؤلم;Negative;Median;-2.0
7785;مُؤْلِمٌ;مُؤْلِم;مؤلم;Negative;Median;-2.0
7786;مَأْلُومٌ;مَأْلُوم;مألوم;Negative;Median;-2.0
7787;مُتَأَلَّمٌ;مُتَأَلَّم;متألم;Negative;Median;-2.0
7788;مُتَأَلَّمٌ;مُتَأَلَّم;متألم;Negative;High;-3.0
7789;مُتَأَلِّمٌ;مُتَأَلِّم;متألم;Negative;High;-3.0
7790;مُلَمٌّ;مُلَمّ;ملم;Positive;Low;1.0
7791;مُلَمٌّ;مُلَمّ;ملم;Positive;Low;1.0
7792;مُلِمٌّ;مُلِمّ;ملم;Positive;High;3.0
7793;آمِدٌ;آمِد;آمد;Negative;Median;-2.0
7794;أَمَدَّ;أَمَدّ;أمد;Positive;Median;2.0
7795;مُمِدٌّ;مُمِدّ;ممد;Positive;High;3.0
7796;إِمَارٌ;إِمَار;إمار;Neutre;Median;0.0
7797;أَمَارَةٌ;أَمَارَة;أمارة;Neutre;Median;0.0
7798;إِمَارَةٌ;إِمَارَة;إمارة;Neutre;Median;0.0
7799;آمَرَ;آمَر;آمر;Positive;High;3.0
7800;آمِرٌ;آمِر;آمر;Positive;Median;2.0
7801;أَمَرٌ;أَمَر;أمر;Neutre;Median;0.0
7802;أَمَرَ;أَمَر;أمر;Positive;Median;2.0
7803;أَمُرَ;أَمُر;أمر;Positive;Median;2.0
7804;أَمِرٌ;أَمِر;أمر;Positive;Low;1.0
7805;أَمِرَ;أَمِر;أمر;Positive;Low;1.0
7806;أَمْرٌ;أَمْر;أمر;Neutre;Median;0.0
7807;آمِرَةٌ;آمِرَة;آمرة;Positive;Median;2.0
7808;أَمَرَةٌ;أَمَرَة;أمرة;Neutre;Median;0.0
7810;إِمْرَةٌ;إِمْرَة;إمرة;Neutre;Median;0.0
7811;إِمْرَةٌ;إِمْرَة;إمرة;Neutre;Median;0.0
7812;أَمَّارٌ;أَمَّار;أمار;Positive;High;3.0
7813;أَمَّرَ;أَمَّر;أمر;Positive;High;3.0
7814;إِيمَارٌ;إِيمَار;إيمار;Negative;Low;-1.0
7815;ائْتِمَارٌ;ائْتِمَار;ائتمار;Neutre;Median;0.0
7816;ائْتِمَارَةٌ;ائْتِمَارَة;ائتمارة;Neutre;Median;0.0
7817;اِئْتَمَرَ;اِئْتَمَر;ائتمر;Negative;High;-3.0
7818;اسْتِئْمَارٌ;اسْتِئْمَار;استئمار;Negative;Median;-2.0
7819;اسْتِئْمَارَةٌ;اسْتِئْمَارَة;استئمارة;Negative;Low;-1.0
7820;اِسْتَأْمَرَ;اِسْتَأْمَر;استأمر;Positive;High;3.0
7821;تَآمَرَ;تَآمَر;تآمر;Negative;Median;-2.0
7822;تَآمُرٌ;تَآمُر;تآمر;Negative;High;-3.0
7823;تَآمُرَةٌ;تَآمُرَة;تآمرة;Negative;Low;-1.0
7824;تَأَمَّرَ;تَأَمَّر;تأمر;Positive;High;3.0
7825;تَأَمُّرٌ;تَأَمُّر;تأمر;Neutre;Median;0.0
7826;تَأَمُّرَةٌ;تَأَمُّرَة;تأمرة;Neutre;Median;0.0
7827;تَأْمِيرٌ;تَأْمِير;تأمير;Neutre;Median;0.0
7828;تَأْمِيرَةٌ;تَأْمِيرَة;تأميرة;Neutre;Median;0.0
7829;مُؤْتَمَرٌ;مُؤْتَمَر;مؤتمر;Neutre;Median;0.0
7830;مُؤْتَمَرٌ;مُؤْتَمَر;مؤتمر;Neutre;Median;0.0
7831;مُؤْتَمِرٌ;مُؤْتَمِر;مؤتمر;Positive;Median;2.0
7832;مَأْمَرٌ;مَأْمَر;مأمر;Negative;Low;-1.0
7833;مُؤْمَرٌ;مُؤْمَر;مؤمر;Negative;Median;-2.0
7834;مُؤْمَرٌ;مُؤْمَر;مؤمر;Negative;High;-3.0
7835;مُؤْمِرٌ;مُؤْمِر;مؤمر;Positive;High;3.0
7836;مُؤَمَّرٌ;مُؤَمَّر;مؤمر;Negative;Median;-2.0
7837;مُؤَمَّرٌ;مُؤَمَّر;مؤمر;Neutre;Median;0.0
7838;مُؤَمِّرٌ;مُؤَمِّر;مؤمر;Positive;High;3.0
7839;مَأْمُورٌ;مَأْمُور;مأمور;Negative;High;-3.0
7840;مُتَآمَرٌ;مُتَآمَر;متآمر;Negative;High;-3.0
7841;مُتَآمَرٌ;مُتَآمَر;متآمر;Negative;High;-3.0
7842;مُتَآمِرٌ;مُتَآمِر;متآمر;Negative;High;-3.0
7843;مُتَأَمَّرٌ;مُتَأَمَّر;متأمر;Negative;Median;-2.0
7844;مُتَأَمَّرٌ;مُتَأَمَّر;متأمر;Negative;Median;-2.0
7845;مُتَأَمِّرٌ;مُتَأَمِّر;متأمر;Positive;Median;2.0
7846;مُسْتَأْمَرٌ;مُسْتَأْمَر;مستأمر;Negative;High;-3.0
7847;مُسْتَأْمَرٌ;مُسْتَأْمَر;مستأمر;Negative;High;-3.0
7848;مُسْتَأْمِرٌ;مُسْتَأْمِر;مستأمر;Positive;High;3.0
7849;مُؤَمَّلٌ;مُؤَمَّل;مؤمل;Negative;Median;-2.0
7850;إِمَامٌ;إِمَام;إمام;Positive;High;3.0
7851;إِمَامَةٌ;إِمَامَة;إمامة;Neutre;Median;0.0
7852;آمٌّ;آمّ;آم;Positive;Median;2.0
7853;أَمٌّ;أَمّ;أم;Neutre;Median;0.0
7854;أَمَّ;أَمّ;أم;Positive;High;3.0
7855;أَمَّامٌ;أَمَّام;أمام;Positive;High;3.0
7856;أَمَّةٌ;أَمَّة;أمة;Positive;Low;1.0
7857;أُمُومَةٌ;أُمُومَة;أمومة;Neutre;Median;0.0
7858;إِمَّةٌ;إِمَّة;إمة;Positive;Low;1.0
7859;ائْتِمَامٌ;ائْتِمَام;ائتمام;Positive;Low;1.0
7860;ائْتِمَامَةٌ;ائْتِمَامَة;ائتمامة;Positive;Median;2.0
7861;اِئْتَمَّ;اِئْتَمّ;ائتم;Positive;High;3.0
7862;اسْتِئْمَامٌ;اسْتِئْمَام;استئمام;Positive;Median;2.0
7863;اسْتِئْمَامَةٌ;اسْتِئْمَامَة;استئمامة;Neutre;Median;0.0
7864;اِسْتَأَمَّ;اِسْتَأَمّ;استأم;Positive;Median;2.0
7865;تَأَمَّمَ;تَأَمَّم;تأمم;Positive;Median;2.0
7866;تَأَمُّمٌ;تَأَمُّم;تأمم;Positive;Median;2.0
7867;تَأَمُّمَةٌ;تَأَمُّمَة;تأممة;Positive;Low;1.0
7868;تَأْمِيمٌ;تَأْمِيم;تأميم;Positive;High;3.0
7869;تَأْمِيمَةٌ;تَأْمِيمَة;تأميمة;Neutre;Median;0.0
7870;مُؤْتَمٌّ;مُؤْتَمّ;مؤتم;Positive;Median;2.0
7871;مُؤْتَمٌّ;مُؤْتَمّ;مؤتم;Positive;High;3.0
7872;مُؤْتَمٌّ;مُؤْتَمّ;مؤتم;Positive;High;3.0
7873;مَأَمٌّ;مَأَمّ;مأم;Positive;Low;1.0
7874;مُؤَمَّمٌ;مُؤَمَّم;مؤمم;Positive;High;3.0
7875;مُؤَمَّمٌ;مُؤَمَّم;مؤمم;Positive;High;3.0
7876;مُؤَمِّمٌ;مُؤَمِّم;مؤمم;Positive;Median;2.0
7877;مَأْمُومٌ;مَأْمُوم;مأموم;Positive;Median;2.0
7878;مُتَأَمَّمٌ;مُتَأَمَّم;متأمم;Positive;Median;2.0
7879;مُتَأَمَّمٌ;مُتَأَمَّم;متأمم;Positive;Median;2.0
7880;مُتَأَمِّمٌ;مُتَأَمِّم;متأمم;Positive;Median;2.0
7881;مُسْتَأَمٌّ;مُسْتَأَمّ;مستأم;Positive;Median;2.0
7882;مُسْتَأَمٌّ;مُسْتَأَمّ;مستأم;Positive;Median;2.0
7883;مُسْتَئِمٌّ;مُسْتَئِمّ;مستئم;Positive;High;3.0
7884;أَمَانَةٌ;أَمَانَة;أمانة;Neutre;Median;0.0
7885;أَمَّنَ;أَمَّن;أمن;Positive;High;3.0
7886;أَمَنٌ;أَمَن;أمن;Positive;Median;2.0
7887;أَمُنَ;أَمُن;أمن;Positive;High;3.0
7888;أَمِنَ;أَمِن;أمن;Positive;Median;2.0
7889;أَمْنٌ;أَمْن;أمن;Positive;Low;1.0
7890;إِمْنٌ;إِمْن;إمن;Positive;Low;1.0
7891;أَمَنَةٌ;أَمَنَة;أمنة;Neutre;Median;0.0
7892;أُمَنَةٌ;أُمَنَة;أمنة;Positive;Median;2.0
7893;أَمُونٌ;أَمُون;أمون;Positive;Median;2.0
7894;إِيمَانٌ;إِيمَان;إيمان;Positive;Median;2.0
7895;إِيمَانَةٌ;إِيمَانَة;إيمانة;Positive;Median;2.0
7896;ائْتِمَانٌ;ائْتِمَان;ائتمان;Neutre;Median;0.0
7897;ائْتِمَانَةٌ;ائْتِمَانَة;ائتمانة;Positive;Low;1.0
7898;اِئْتَمَنَ;اِئْتَمَن;ائتمن;Positive;Median;2.0
7899;اسْتِئْمَانٌ;اسْتِئْمَان;استئمان;Positive;Median;2.0
7900;اسْتِئْمَانَةٌ;اسْتِئْمَانَة;استئمانة;Positive;Median;2.0
7901;اِسْتَأْمَنَ;اِسْتَأْمَن;استأمن;Positive;High;3.0
7902;مُؤْتَمَنٌ;مُؤْتَمَن;مؤتمن;Positive;Median;2.0
7903;مُؤْتَمَنٌ;مُؤْتَمَن;مؤتمن;Positive;Median;2.0
7904;مُؤْتَمِنٌ;مُؤْتَمِن;مؤتمن;Positive;Median;2.0
7905;مُؤَمَّنٌ;مُؤَمَّن;مؤمن;Positive;High;3.0
7906;مُؤَمَّنٌ;مُؤَمَّن;مؤمن;Positive;High;3.0
7907;مُؤَمِّنٌ;مُؤَمِّن;مؤمن;Positive;High;3.0
7908;مُؤْمَنٌ;مُؤْمَن;مؤمن;Positive;Median;2.0
7909;مُؤْمَنٌ;مُؤْمَن;مؤمن;Positive;Low;1.0
7910;مُؤْمِنٌ;مُؤْمِن;مؤمن;Positive;Median;2.0
7911;مُسْتَأْمَنٌ;مُسْتَأْمَن;مستأمن;Positive;High;3.0
7912;مُسْتَأْمَنٌ;مُسْتَأْمَن;مستأمن;Positive;High;3.0
7913;مُسْتَأْمِنٌ;مُسْتَأْمِن;مستأمن;Positive;High;3.0
7914;أَنَّبَ;أَنَّب;أنب;Negative;Median;-2.0
7915;تَأْنِيبٌ;تَأْنِيب;تأنيب;Negative;High;-3.0
7916;تَأْنِيبَةٌ;تَأْنِيبَة;تأنيبة;Negative;Low;-1.0
7917;مُؤَنَّبٌ;مُؤَنَّب;مؤنب;Negative;High;-3.0
7918;مُؤَنَّبٌ;مُؤَنَّب;مؤنب;Negative;High;-3.0
7919;مُؤَنِّبٌ;مُؤَنِّب;مؤنب;Negative;High;-3.0
7920;إِنَاسٌ;إِنَاس;إناس;Neutre;Median;0.0
7921;آنَسَ;آنَس;آنس;Positive;Median;2.0
7922;أَنَسَ;أَنَس;أنس;Positive;Low;1.0
7923;أَنُسَ;أَنُس;أنس;Positive;High;3.0
7924;أَنِسٌ;أَنِس;أنس;Positive;Median;2.0
7925;أَنِسَ;أَنِس;أنس;Positive;Median;2.0
7926;أُنْسٌ;أُنْس;أنس;Neutre;Median;0.0
7927;أَنَسَةٌ;أَنَسَة;أنسة;Neutre;Median;0.0
7928;أَنَّسَ;أَنَّس;أنس;Positive;High;3.0
7929;أَنُوسٌ;أَنُوس;أنوس;Positive;High;3.0
7930;اسْتِئْنَاسٌ;اسْتِئْنَاس;استئناس;Positive;High;3.0
7931;اسْتِئْنَاسَةٌ;اسْتِئْنَاسَة;استئناسة;Positive;Low;1.0
7932;اِسْتَأْنَسَ;اِسْتَأْنَس;استأنس;Positive;High;3.0
7933;تَآنَسَ;تَآنَس;تآنس;Positive;Median;2.0
7934;تَآنُسٌ;تَآنُس;تآنس;Positive;Median;2.0
7935;تَآنُسَةٌ;تَآنُسَة;تآنسة;Positive;Low;1.0
7936;تَأَنَّسَ;تَأَنَّس;تأنس;Positive;High;3.0
7937;تَأَنُّسٌ;تَأَنُّس;تأنس;Neutre;Median;0.0
7938;تَأَنُّسَةٌ;تَأَنُّسَة;تأنسة;Positive;Median;2.0
7939;تَأْنِيسٌ;تَأْنِيس;تأنيس;Positive;Median;2.0
7940;تَأْنِيسَةٌ;تَأْنِيسَة;تأنيسة;Positive;Low;1.0
7941;مُؤَانَسٌ;مُؤَانَس;مؤانس;Positive;Median;2.0
7942;مُؤَانَسٌ;مُؤَانَس;مؤانس;Positive;Median;2.0
7943;مُؤَانِسٌ;مُؤَانِس;مؤانس;Positive;Low;1.0
7944;مُؤَانَسَةٌ;مُؤَانَسَة;مؤانسة;Positive;Median;2.0
7945;مُؤَانَسَةٌ;مُؤَانَسَة;مؤانسة;Positive;High;3.0
7946;مُؤَنَّسٌ;مُؤَنَّس;مؤنس;Positive;Low;1.0
7947;مُؤَنَّسٌ;مُؤَنَّس;مؤنس;Positive;Low;1.0
7948;مُؤَنِّسٌ;مُؤَنِّس;مؤنس;Positive;High;3.0
7949;مُتَآنَسٌ;مُتَآنَس;متآنس;Positive;Median;2.0
7950;مُتَآنَسٌ;مُتَآنَس;متآنس;Positive;Median;2.0
7951;مُتَآنِسٌ;مُتَآنِس;متآنس;Positive;High;3.0
7952;مُتَأَنَّسٌ;مُتَأَنَّس;متأنس;Positive;High;3.0
7953;مُتَأَنَّسٌ;مُتَأَنَّس;متأنس;Positive;High;3.0
7954;مُتَأَنِّسٌ;مُتَأَنِّس;متأنس;Positive;Median;2.0
7955;مُسْتَأْنَسٌ;مُسْتَأْنَس;مستأنس;Positive;High;3.0
7956;مُسْتَأْنَسٌ;مُسْتَأْنَس;مستأنس;Positive;High;3.0
7957;مُسْتَأْنِسٌ;مُسْتَأْنِس;مستأنس;Positive;High;3.0
7958;أَنَاقَةٌ;أَنَاقَة;أناقة;Positive;High;3.0
7959;آنَقَ;آنَق;آنق;Positive;Median;2.0
7960;آنِقٌ;آنِق;آنق;Positive;Median;2.0
7961;أَنَقٌ;أَنَق;أنق;Neutre;Median;0.0
7962;أَنِقَ;أَنِق;أنق;Positive;Median;2.0
7963;أَنْقَةٌ;أَنْقَة;أنقة;Positive;Median;2.0
7964;إِنْقَةٌ;إِنْقَة;إنقة;Positive;Low;1.0
7965;أَنَّاقٌ;أَنَّاق;أناق;Positive;High;3.0
7966;أَنَّقَ;أَنَّق;أنق;Positive;High;3.0
